Unnamed: 0;geometry;label;date;tile_number;id;location_id;image_dir;chemin_directory;date_satellites_S1;nouveau_chemin;latitude_centroid;longitude_centroid;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;pressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;sunrise;sunriseEpoch;sunset;sunsetEpoch;moonphase;conditions;description;icon;stations;source;timezone;folder
27;[[[34.810117, -19.588125], [34.810635, -19.634372], [34.859444, -19.633874], [34.858912, -19.587629], [34.810117, -19.588125]]];1;01/04/2019;11;sen12floods_s1_labels_11_2019_04_01;11;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_11_2019_04_01;'11;20190401;['sen12flood\\11\\S1B_IW_GRDH_1SDV_20190401T030823_20190401T030856_015607_01D42A_6D09_corrected_VH.tif', 'sen12flood\\11\\S1B_IW_GRDH_1SDV_20190401T030823_20190401T030856_015607_01D42A_6D09_corrected_VV.tif'];-19.611001108890825;34.83477684924824;30.0;22.0;25.2;34.9;22.0;26.2;23.3;90.3;0.0;0.0;0.0;;;;;22.3;84.8;1012.4;32.9;10.5;;;;05:47:21;1554090441;17:41:36;1554133296;0.87;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQBR', '67297099999'];obs;Africa/Maputo;11
28;[[[32.846447, -19.826235], [32.846403, -19.872504], [32.895309, -19.872539], [32.89534, -19.826271], [32.846447, -19.826235]]];0;13/03/2019;-36;sen12floods_s1_labels_0220_2019_03_13;220;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0220_2019_03_13;'0220;20190313;['sen12flood\\0220\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VH.tif', 'sen12flood\\0220\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VV.tif'];-19.849388274916365;32.87087466026614;22.4;20.6;21.5;22.4;20.6;21.5;18.3;81.8;;0.0;0.0;;;;;14.8;170.0;;100.0;25.1;;;;05:50:05;1552449005;18:05:45;1552493145;0.23;Overcast;Cloudy skies throughout the day.;cloudy;['67897099999', '67983099999', '67299199999'];obs;Africa/Harare;220
29;[[[54.407983, 37.062602], [54.409551, 37.016495], [54.467049, 37.017737], [54.465516, 37.063846], [54.407983, 37.062602]]];0;23/04/2019;34;sen12floods_s1_labels_0290_2019_04_23;290;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0290_2019_04_23;'0290;20190423;['sen12flood\\0290\\S1A_IW_GRDH_1SDV_20190423T022014_20190423T022039_026911_0306EB_8D6C_corrected_VH.tif', 'sen12flood\\0290\\S1A_IW_GRDH_1SDV_20190423T022014_20190423T022039_026911_0306EB_8D6C_corrected_VV.tif'];37.04017234376475;54.43752480045746;14.3;9.0;11.0;14.3;5.4;10.5;9.5;90.9;10.336;100.0;20.83;['rain'];;;55.4;47.0;242.1;1022.4;78.0;7.2;;;;06:08:10;1555983490;19:33:45;1556031825;0.62;Rain, Partially cloudy;Partly cloudy throughout the day with a chance of rain throughout the day.;rain;['OINK', '38750099999', '40738099999', 'OING', '40735099999'];obs;Asia/Tehran;290
30;[[[146.607489, -19.369143], [146.607378, -19.415413], [146.656146, -19.415512], [146.656243, -19.369242], [146.607489, -19.369143]]];1;05/02/2019;74;sen12floods_s1_labels_0330_2019_02_05;330;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0330_2019_02_05;'0330;20190205;['sen12flood\\0330\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0330\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif', 'sen12flood\\0330\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VH.tif', 'sen12flood\\0330\\S1B_IW_GRDH_1SDV_20190205T194356_20190205T194414_014815_01BA56_41B6_corrected_VV.tif'];-19.39232860705632;146.63181399501548;29.0;22.5;25.3;35.6;22.5;26.3;24.3;94.4;81.533;100.0;12.5;['rain'];;;;31.7;108.5;999.9;64.4;9.1;;;;06:00:22;1549310422;18:54:14;1549356854;0.0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['YBTL', '94294099999', '95293099999'];obs;Australia/Brisbane;330
31;[[[34.713013, -19.635328], [34.713504, -19.681577], [34.76233, -19.681104], [34.761825, -19.634857], [34.713013, -19.635328]]];1;31/03/2019;-111;sen12floods_s1_labels_0145_2019_03_31;145;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0145_2019_03_31;'0145;20190331;['sen12flood\\0145\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VH.tif', 'sen12flood\\0145\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VV.tif'];-19.658217608396047;34.73766784791013;30.0;23.0;26.6;35.1;23.0;28.7;23.3;83.2;0.0;0.0;0.0;;;;;31.7;175.2;1014.3;47.0;10.8;;;;05:47:30;1554004050;17:42:50;1554046970;0.84;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQBR', '67297099999'];obs;Africa/Maputo;145
32;[[[36.749236, -1.242043], [36.749196, -1.288329], [36.795185, -1.28837], [36.795224, -1.242082], [36.749236, -1.242043]]];0;21/01/2019;14;sen12floods_s1_labels_0014_2019_01_21;14;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0014_2019_01_21;'0014;20190121;['sen12flood\\0014\\S1A_IW_GRDH_1SDV_20190121T155600_20190121T155625_025577_02D6AB_2DB1_corrected_VH.tif', 'sen12flood\\0014\\S1A_IW_GRDH_1SDV_20190121T155600_20190121T155625_025577_02D6AB_2DB1_corrected_VV.tif'];-1.265206084161285;36.77221041544802;27.2;14.9;21.8;26.7;14.9;21.7;11.1;52.9;0.0;0.0;0.0;;;;;24.1;39.0;1019.1;59.5;14.9;;;;06:38:44;1548041924;18:49:29;1548085769;0.5;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['HKJK', '63741099999', 'HKNW', '63740099999', '63742099999'];obs;Africa/Nairobi;14
33;[[[48.637218, 31.487056], [48.638378, 31.4409], [48.692214, 31.441882], [48.691081, 31.48804], [48.637218, 31.487056]]];0;08/03/2019;23;sen12floods_s1_labels_0279_2019_03_08;279;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0279_2019_03_08;'0279;20190308;['sen12flood\\0279\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VH.tif', 'sen12flood\\0279\\S1A_IW_GRDH_1SDV_20190308T144244_20190308T144309_026248_02EEA6_6F92_corrected_VV.tif'];31.46447143392969;48.66472284848812;21.0;11.1;15.6;21.0;11.1;15.6;6.8;58.2;;0.0;0.0;;;;;18.4;208.2;1014.1;42.6;9.6;;;;06:34:38;1552014278;18:18:14;1552056494;0.06;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999'];obs;Asia/Tehran;279
34;[[[32.61734, 0.350847], [32.617342, 0.304526], [32.663354, 0.304527], [32.663352, 0.350849], [32.61734, 0.350847]]];0;26/01/2019;81;sen12floods_s1_labels_0081_2019_01_26;81;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0081_2019_01_26;'0081;20190126;['sen12flood\\0081\\S1A_IW_GRDH_1SDV_20190126T160455_20190126T160520_025650_02D94A_A0D8_corrected_VH.tif', 'sen12flood\\0081\\S1A_IW_GRDH_1SDV_20190126T160455_20190126T160520_025650_02D94A_A0D8_corrected_VV.tif'];0.3276872500063214;32.64034708277653;27.3;20.6;23.9;28.7;20.6;24.2;19.8;79.4;0.3;100.0;4.17;['rain'];;;46.4;33.5;190.4;1017.0;46.6;9.7;;;;06:58:50;1548475130;19:04:59;1548518699;0.68;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;['63682099999', '63705099999', 'HUEN', '63680099999'];obs;Africa/Kampala;81
35;[[[32.571328, 0.350845], [32.57133, 0.304524], [32.617342, 0.304526], [32.61734, 0.350847], [32.571328, 0.350845]]];0;02/01/2019;80;sen12floods_s1_labels_0080_2019_01_02;80;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0080_2019_01_02;'0080;20190102;['sen12flood\\0080\\S1A_IW_GRDH_1SDV_20190102T160455_20190102T160520_025300_02CC92_795C_corrected_VH.tif', 'sen12flood\\0080\\S1A_IW_GRDH_1SDV_20190102T160455_20190102T160520_025300_02CC92_795C_corrected_VV.tif'];0.3276855;32.59433500000001;28.1;19.0;22.7;30.1;19.0;23.0;19.4;82.9;0.0;0.0;0.0;;;;;25.9;221.4;1017.8;31.1;9.7;;;;06:50:25;1546401025;18:56:33;1546444593;0.87;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['63682099999', '63705099999', 'HUEN', '63680099999'];obs;Africa/Kampala;80
36;[[[48.737761, 31.098958], [48.738855, 31.052796], [48.792475, 31.053725], [48.791408, 31.099889], [48.737761, 31.098958]]];0;02/04/2019;-30;sen12floods_s1_labels_0226_2019_04_02;226;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0226_2019_04_02;'0226;20190402;['sen12flood\\0226\\S1A_IW_GRDH_1SDV_20190402T024630_20190402T024655_026605_02FBD4_16E3_corrected_VH.tif', 'sen12flood\\0226\\S1A_IW_GRDH_1SDV_20190402T024630_20190402T024655_026605_02FBD4_16E3_corrected_VV.tif'];31.07634394174338;48.7651248528608;24.1;11.1;18.6;24.1;11.1;18.6;9.1;56.9;;0.0;0.0;;;;;14.8;322.6;1013.7;34.4;9.9;;;;07:03:10;1554172390;19:34:33;1554217473;0.9;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40811099999', '40780199999'];obs;Asia/Tehran;226
37;[[[146.802561, -19.323189], [146.802506, -19.369459], [146.85126, -19.369506], [146.851302, -19.323235], [146.802561, -19.323189]]];1;07/03/2019;71;sen12floods_s1_labels_0327_2019_03_07;327;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0327_2019_03_07;'0327;20190307;['sen12flood\\0327\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VH.tif', 'sen12flood\\0327\\S1A_IW_GRDH_1SDV_20190307T194432_20190307T194457_026236_02EE37_2A1B_corrected_VV.tif'];-19.34634827845065;146.8269073356277;32.0;21.5;26.6;35.8;21.5;28.0;21.5;75.6;4.025;100.0;8.33;['rain'];;;;27.7;93.7;1010.8;33.5;10.0;;;;06:12:30;1551903150;18:34:56;1551947696;0.0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['95296099999', 'CBGR', 'YBTL', '94294099999', '95295099999', '95293099999'];obs;Australia/Brisbane;327
38;[[[48.750717, 30.544987], [48.75178, 30.498821], [48.805095, 30.49973], [48.804057, 30.545898], [48.750717, 30.544987]]];0;13/03/2019;-6;sen12floods_s1_labels_0250_2019_03_13;250;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0250_2019_03_13;'0250;20190313;['sen12flood\\0250\\S1A_IW_GRDH_1SDV_20190313T145036_20190313T145101_026321_02F14F_426A_corrected_VH.tif', 'sen12flood\\0250\\S1A_IW_GRDH_1SDV_20190313T145036_20190313T145101_026321_02F14F_426A_corrected_VV.tif'];30.522360808760983;48.7779123602948;25.6;12.0;18.6;25.6;12.0;18.6;7.8;53.1;;0.0;0.0;;;;;15.8;184.5;1018.0;23.3;9.0;;;;06:27:51;1552445871;18:21:31;1552488691;0.23;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', '40831099999', '40691099999', '40780199999', 'OIAA'];obs;Asia/Tehran;250
39;[[[146.900071, -19.276997], [146.900043, -19.323268], [146.948784, -19.323288], [146.948798, -19.277017], [146.900071, -19.276997]]];1;06/02/2019;56;sen12floods_s1_labels_56_2019_02_06;56;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_56_2019_02_06;'56;20190206;['sen12flood\\56\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VH.tif', 'sen12flood\\56\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VV.tif'];-19.30014360770331;146.924423998993;28.8;24.9;26.3;34.2;24.9;28.1;24.8;91.7;38.864;100.0;12.5;['rain'];;;;29.7;96.4;999.5;63.5;7.3;;;;05:59:52;1549396792;18:52:33;1549443153;0.04;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['95296099999', 'CBGR', 'YBTL', '94294099999', '95295099999', '95293099999'];obs;Australia/Brisbane;56
40;[[[30.125653, -1.901331], [30.125737, -1.947584], [30.171705, -1.947497], [30.17162, -1.901247], [30.125653, -1.901331]]];0;20/01/2019;24;sen12floods_s1_labels_0024_2019_01_20;24;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0024_2019_01_20;'0024;20190120;['sen12flood\\0024\\S1B_IW_GRDH_1SDV_20190120T034417_20190120T034442_014572_01B25A_F7AD_corrected_VH.tif', 'sen12flood\\0024\\S1B_IW_GRDH_1SDV_20190120T034417_20190120T034442_014572_01B25A_F7AD_corrected_VV.tif'];-1.9244148347693253;30.148678501844003;27.1;15.0;19.7;27.5;15.0;19.7;16.0;81.2;33.0;100.0;4.17;['rain'];;;;46.3;318.9;1020.8;59.3;9.1;;;;06:03:56;1547957036;18:16:41;1548001001;0.47;Rain, Partially cloudy;Partly cloudy throughout the day with late afternoon rain.;rain;['HRYR', '63726099999', '64387099999', '64383099999'];obs;Africa/Kigali;24
41;[[[32.84658, -19.687428], [32.846536, -19.733698], [32.8954, -19.733733], [32.89543, -19.687464], [32.84658, -19.687428]]];0;13/03/2019;-51;sen12floods_s1_labels_0205_2019_03_13;205;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0205_2019_03_13;'0205;20190313;['sen12flood\\0205\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VH.tif', 'sen12flood\\0205\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VV.tif'];-19.710581854750867;32.87098641022792;20.4;20.4;20.4;20.4;20.4;20.4;17.7;84.5;;0.0;0.0;;;;;7.4;147.0;;99.1;20.5;;;;05:50:07;1552449007;18:05:43;1552493143;0.23;Overcast;Cloudy skies throughout the day.;cloudy;['67897099999', '67983099999'];obs;Africa/Harare;205
42;[[[146.65634, -19.322972], [146.656243, -19.369242], [146.704997, -19.369328], [146.70508, -19.323057], [146.65634, -19.322972]]];1;05/02/2019;68;sen12floods_s1_labels_0324_2019_02_05;324;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0324_2019_02_05;'0324;20190205;['sen12flood\\0324\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\0324\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif'];-19.34615085769663;146.68066508348315;29.0;23.6;25.8;35.6;23.6;27.1;24.6;93.4;47.83;100.0;12.5;['rain'];;;;31.7;108.5;1000.0;64.1;9.1;;;;06:00:14;1549310414;18:53:59;1549356839;0.0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['CBGR', 'YBTL', '94294099999', '95295099999', '95293099999'];obs;Australia/Brisbane;324
43;[[[32.525321, 0.258201], [32.525322, 0.211881], [32.571333, 0.211882], [32.571332, 0.258203], [32.525321, 0.258201]]];0;26/01/2019;31;sen12floods_s1_labels_31_2019_01_26;31;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_31_2019_01_26;'31;20190126;['sen12flood\\31\\S1A_IW_GRDH_1SDV_20190126T160455_20190126T160520_025650_02D94A_A0D8_corrected_VH.tif', 'sen12flood\\31\\S1A_IW_GRDH_1SDV_20190126T160455_20190126T160520_025650_02D94A_A0D8_corrected_VV.tif'];0.2350417500045097;32.548327082776524;27.0;21.0;23.8;28.5;21.0;24.1;19.9;79.7;0.3;100.0;4.17;['rain'];;;46.4;33.5;190.1;1017.0;45.1;9.9;;;;06:59:04;1548475144;19:05:29;1548518729;0.68;Rain, Partially cloudy;Partly cloudy throughout the day with morning rain.;rain;['63682099999', '63705099999', 'HUEN', '63680099999'];obs;Africa/Kampala;31
3237;[[[36.70325, -1.242004], [36.703209, -1.288288], [36.749196, -1.288329], [36.749236, -1.242043], [36.70325, -1.242004]]];0;28/12/2018;13;sen12floods_s1_labels_0013_2018_12_28;13;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0013_2018_12_28;'0013;20181228;['sen12flood\\0013\\S1A_IW_GRDH_1SDV_20181228T155601_20181228T155626_025227_02CA01_DD9E_corrected_VH.tif', 'sen12flood\\0013\\S1A_IW_GRDH_1SDV_20181228T155601_20181228T155626_025227_02CA01_DD9E_corrected_VV.tif'];-1.2651660841649428;36.726222915446144;26.0;16.6;21.0;26.0;16.6;21.0;13.3;64.9;0.0;0.0;0.0;;;;;25.7;56.5;1020.2;45.5;11.5;;;;06:28:45;1545967725;18:40:22;1546011622;0.7;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['HKJK', 'HKNW', '63740099999', '63742099999'];obs;Africa/Nairobi;13
45;[[[54.407983, 37.062602], [54.409551, 37.016495], [54.467049, 37.017737], [54.465516, 37.063846], [54.407983, 37.062602]]];1;10/05/2019;34;sen12floods_s1_labels_0290_2019_05_10;290;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0290_2019_05_10;'0290;20190510;['sen12flood\\0290\\S1A_IW_GRDH_1SDV_20190510T022832_20190510T022857_027159_030FBE_7D3B_corrected_VH.tif', 'sen12flood\\0290\\S1A_IW_GRDH_1SDV_20190510T022832_20190510T022857_027159_030FBE_7D3B_corrected_VV.tif'];37.04017234376475;54.43752480045746;29.1;17.0;23.9;30.3;17.0;24.2;18.3;72.0;0.0;0.0;0.0;;;;;29.6;226.1;1009.5;47.1;10.0;;;;05:49:06;1557451146;19:48:47;1557501527;0.19;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OINK', '38750099999', '40738099999', 'OING', '40735099999'];obs;Asia/Tehran;290
46;[[[-1.549012, 6.730728], [-1.549149, 6.684427], [-1.50284, 6.684289], [-1.502698, 6.730588], [-1.549012, 6.730728]]];0;22/01/2019;104;sen12floods_s1_labels_0104_2019_01_22;104;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0104_2019_01_22;'0104;20190122;['sen12flood\\0104\\S1A_IW_GRDH_1SDV_20190122T181825_20190122T181850_025594_02D72F_4BD8_corrected_VH.tif', 'sen12flood\\0104\\S1A_IW_GRDH_1SDV_20190122T181825_20190122T181850_025594_02D72F_4BD8_corrected_VV.tif'];6.707508417558065;-1.5259249141990785;34.7;24.1;29.2;36.0;24.1;29.8;18.7;55.9;;0.0;0.0;;;;;11.2;304.0;1011.9;35.0;8.0;;;;06:23:43;1548138223;18:11:34;1548180694;0.54;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['65442099999'];obs;Africa/Accra;104
47;[[[48.690794, 30.821037], [48.691898, 30.774874], [48.745362, 30.775815], [48.744284, 30.821979], [48.690794, 30.821037]]];0;20/03/2019;58;sen12floods_s1_labels_58_2019_03_20;58;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_58_2019_03_20;'58;20190320;['sen12flood\\58\\S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514_corrected_VH.tif', 'sen12flood\\58\\S1A_IW_GRDH_1SDV_20190320T144244_20190320T144309_026423_02F518_C514_corrected_VV.tif'];30.79842812219664;48.71808450810019;24.8;11.1;18.6;24.8;11.1;18.6;6.3;48.1;;0.0;0.0;;;;;17.0;338.6;1014.1;16.5;9.7;;;;06:19:34;1553050174;18:26:18;1553093778;0.48;Clear;Clear conditions throughout the day.;clear-day;['OIAM', 'OIAW', '40811099999', '40831099999', '40780199999', 'OIAA'];obs;Asia/Tehran;58
48;[[[34.761321, -19.588609], [34.761825, -19.634857], [34.810635, -19.634372], [34.810117, -19.588125], [34.761321, -19.588609]]];1;13/03/2019;-115;sen12floods_s1_labels_0141_2019_03_13;141;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0141_2019_03_13;'0141;20190313;['sen12flood\\0141\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VH.tif', 'sen12flood\\0141\\S1A_IW_GRDH_1SDV_20190313T161522_20190313T161557_026321_02F156_A8A9_corrected_VV.tif'];-19.61149185707861;34.785974436516575;30.0;28.0;29.0;35.1;31.8;33.5;24.0;74.6;0.0;0.0;0.0;;;;;0.0;;1012.0;47.5;10.0;;;;05:42:29;1552448549;17:58:02;1552492682;0.23;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQBR', '67297099999'];obs;Africa/Maputo;141
49;[[[25.850806, -24.635189], [25.850383, -24.681421], [25.900982, -24.6818], [25.901387, -24.635567], [25.850806, -24.635189]]];0;19/01/2019;-122;sen12floods_s1_labels_0134_2019_01_19;134;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0134_2019_01_19;'0134;20190119;['sen12flood\\0134\\S1B_IW_GRDH_1SDV_20190119T165453_20190119T165522_014565_01B22A_95DC_corrected_VH.tif', 'sen12flood\\0134\\S1B_IW_GRDH_1SDV_20190119T165453_20190119T165522_014565_01B22A_95DC_corrected_VV.tif'];-24.65849562197996;25.875889566621613;36.0;22.0;29.4;33.3;22.0;28.1;7.3;29.6;;0.0;0.0;;;;48.2;25.9;201.7;1013.4;67.4;10.0;;;;05:43:48;1547869428;19:10:10;1547917810;0.44;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FBSK', '68240099999'];obs;Africa/Gaborone;134
50;[[[48.5295, 31.485022], [48.530713, 31.438869], [48.584544, 31.439896], [48.583358, 31.48605], [48.5295, 31.485022]]];0;09/03/2019;21;sen12floods_s1_labels_0277_2019_03_09;277;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0277_2019_03_09;'0277;20190309;['sen12flood\\0277\\S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759_corrected_VH.tif', 'sen12flood\\0277\\S1A_IW_GRDH_1SDV_20190309T024629_20190309T024654_026255_02EEED_1759_corrected_VV.tif'];31.46246118041459;48.55702874695872;21.8;11.0;16.1;21.8;11.0;16.1;5.5;51.5;;0.0;0.0;;;;;11.2;327.1;1017.9;30.3;10.0;;;;06:33:52;1552100632;18:19:22;1552142962;0.09;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999'];obs;Asia/Tehran;277
51;[[[30.885319, -17.838633], [30.884772, -17.88488], [30.933073, -17.885398], [30.933608, -17.83915], [30.885319, -17.838633]]];0;23/01/2019;14;sen12floods_s1_labels_14_2019_01_23;14;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_14_2019_01_23;'14;20190123;['sen12flood\\14\\S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7_corrected_VH.tif', 'sen12flood\\14\\S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7_corrected_VV.tif'];-17.862016209230145;30.909193064611927;24.1;19.1;22.2;24.1;19.1;22.2;16.8;71.9;;0.0;0.0;;;;;9.4;165.1;1017.7;90.5;14.4;;;;05:38:07;1548214687;18:37:55;1548261475;0.57;Overcast;Cloudy skies throughout the day.;cloudy;['67775099999', '67785099999', '67877099999'];obs;Africa/Harare;14
52;[[[146.754028, -19.184316], [146.753959, -19.230587], [146.802672, -19.230646], [146.802727, -19.184374], [146.754028, -19.184316]]];1;06/02/2019;49;sen12floods_s1_labels_0305_2019_02_06;305;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0305_2019_02_06;'0305;20190206;['sen12flood\\0305\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VH.tif', 'sen12flood\\0305\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VV.tif'];-19.20748185856037;146.7783465847574;28.8;25.0;26.4;34.2;25.0;28.4;24.9;91.7;45.307;100.0;12.5;['rain'];;;;29.5;97.4;999.6;63.2;7.3;;;;06:00:34;1549396834;18:53:01;1549443181;0.04;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['95296099999', 'CBGR', 'YBTL', '94294099999', '95295099999', '95293099999'];obs;Australia/Brisbane;305
